enterpriseId,enterpriseName,gongyingshangId,gongyingshangName
020ca20a9b541933afcae8f92b3b4bb4,国投智能科技有限公司,197f042cfb112ef5e1dc0a42843379e5,普元信息技术股份有限公司
0223854153f6f6c11d7f0b63e86b8950,锡林郭勒盟蒙东矿业有限责任公司,434e7e30b2027ce1429cb1138dd2816e,太原重工股份有限公司
022aa16af4610cc809fc1b657536a373,武汉三泰重型工程有限公司,3cc4568803aa45db84bb84f8a14cf449,无锡罗尼威尔机械设备有限公司
0231de8cb0849b1e5e2840f48a21e3a3,喜利得（中国）商贸有限公司广州分公司,f838f31dbd2a67c8af816cb4191a4ca2,浙江宏伟供应链集团股份有限公司
0242005cd0fe33517cfd8f3d40a52998,内蒙古荣信化工有限公司,0abe5000b338197a215ed9092a6c4d3f,重庆川仪自动化股份有限公司
0242005cd0fe33517cfd8f3d40a52998,内蒙古荣信化工有限公司,cb39d197f93379c38a6835f0cb9f49b7,伊莱特能源装备股份有限公司
02432fe5a4a529ff0d5c8f7e0af3c55f,山东海科化工有限公司,048771ede4671f5c7c0abfe8c4b61837,科理咨询（深圳）股份有限公司
024f7385c1565f1e0f920779a02187ab,中创物流股份有限公司,3888c70e5b1ff8205e4f75d480e0951f,烟台中集来福士海洋工程有限公司
024f7385c1565f1e0f920779a02187ab,中创物流股份有限公司,4ac8431a6bb0c67096102bebf930f903,中国天津外轮代理有限公司
024f7385c1565f1e0f920779a02187ab,中创物流股份有限公司,949cf08f525b0f36e90e3fa194338b74,山东捷丰国际储运有限公司
024f7385c1565f1e0f920779a02187ab,中创物流股份有限公司,g2b906151296aef74bbb0a71b43de454,青岛港集团
02542924c474e06c490026c528dd5d9f,重庆天箭惯性科技股份有限公司,0872fe7eccedd071cb86e4e3ccef85fe,钢铁研究总院有限公司
025d1c00c9aa63828e6906fc595e04f7,肇庆农村商业银行股份有限公司,04130b2e5f6350fa822de2ab9a45e36e,广东耀恒建设工程有限公司
025d1c00c9aa63828e6906fc595e04f7,肇庆农村商业银行股份有限公司,efd7b08629bde089442573755c37080a,广东中大管理咨询集团股份有限公司
02638d2cf7a8a974409dd7428e2e7e0b,广东省港航集团有限公司,91e7bd2c2fdd87aeca6e0fe8ce552d33,中国人民财产保险股份有限公司广东省分公司
026db09dff8c42c5c2d742225a1a6463,佛山市高明西江新城投资开发有限公司,b10a533e2ca357f914243e054027b47b,广州市广州工程建设监理有限公司
02781953f63f91e1bca0aa3ac32549c7,合肥海源机械有限公司,1145a09a478517aa7039c05a873c6097,合肥合锻智能制造股份有限公司
02822f70127a452a7ffd92a3b4a1fcb8,丽水开发区城市建设投资有限公司,a4198e490685f176e30cbd1800e9f565,中国联合工程有限公司
028a606a8a53893993fcbb2816f06f79,广东韶能集团股份有限公司,9d5a2775c94b2d5137d29313ae65dc52,抚顺特殊钢股份有限公司
0295515ad97ecca321c312b8f6eea0d6,广州多米建筑有限公司,c504d6ab7a824eeaf6615a92949ef75c,广州市中盈钢结构有限公司
029be3d879be14f76cff5b49f1239cfc,国网黑龙江省电力有限公司,aeaf8e4bab9caa55beff093628aa7b4f,深圳市中电电力技术股份有限公司
029c67d6715629d18abefd7e4adfdc2d,乔锋智能装备股份有限公司,67ca4fa4c90c40f29f0cd822137980fc,厦门万久科技股份有限公司
029c67d6715629d18abefd7e4adfdc2d,乔锋智能装备股份有限公司,93ad1c3f41911db94de80efb6bb115de,东莞市凯吉龙锁业有限公司
029c67d6715629d18abefd7e4adfdc2d,乔锋智能装备股份有限公司,c59d997f735e35cd15b5a15acc448f68,江苏德速智能机械股份有限公司
