供应商,客户
海南佳捷贸易有限公司,中海油东方石化有限责任公司
广东盛建工程事务咨询有限公司,中海油东方石化有限责任公司
福清鑫源鑫汽车服务有限责任公司,福建福清核电有限公司
北京慧流科技有限公司,福建福清核电有限公司
北京核讯科技有限公司,福建福清核电有限公司
中国石油化工股份有限公司茂名分公司,茂名石化实华股份有限公司
四平维克斯换热设备有限公司,秦山第三核电有限公司
星域控制工程(上海)有限公司,秦山第三核电有限公司
南方风机股份有限公司,秦山第三核电有限公司
西安中核核仪器有限公司,秦山第三核电有限公司
厦门abb低压电器设备有限公司,核电秦山联营有限公司
湖南核工业建设有限公司,核电秦山联营有限公司
淮南电力检修公司,核电秦山联营有限公司
海盐县荣成机电有限公司,核电秦山联营有限公司
北京实强兴盛经贸有限公司,内蒙古集通铁路（集团）有限责任公司
中国石油天然气股份有限公司内蒙古赤峰巴林右旗经营部,内蒙古集通铁路（集团）有限责任公司
内蒙古丽铁机电设备有限公司,内蒙古集通铁路（集团）有限责任公司
赤峰金轮商贸有限公司,内蒙古集通铁路（集团）有限责任公司
语联网(武汉)信息技术有限公司,南方电网国际有限责任公司
广州亦云信息技术股份有限公司,南方电网国际有限责任公司
广东火电物资有限公司,南方电网国际有限责任公司
远光软件股份有限公司,南方电网国际有限责任公司
东营市隆兴化工有限责任公司,国网综合能源服务集团有限公司
南京南瑞信息通信科技有限公司,国网综合能源服务集团有限公司
富美建设集团有限公司,国网综合能源服务集团有限公司
山东益通安装有限公司,国网综合能源服务集团有限公司
哈电集团(秦皇岛)重型装备有限公司,中广核工程有限公司
镇江默勒电器有限公司,中广核工程有限公司
浙江金盾风机股份有限公司,中广核工程有限公司
四川聚能核技术工程有限公司,中广核工程有限公司
纵横环境建设有限责任公司,新疆葛洲坝大石峡水利枢纽开发有限公司
海南时利和贸易有限公司,海南核电有限公司
成都西核仪器有限公司,中核建中核燃料元件有限公司
江阴法尔胜泓昇不锈钢制品有限公司,中核建中核燃料元件有限公司
厦门虹鹭钨钼工业有限公司,中核建中核燃料元件有限公司
重庆瑞信气体有限公司,中核建中核燃料元件有限公司
深圳市凯士康实业有限公司,秦山核电有限公司
浙江省星炬科技有限公司,秦山核电有限公司
上海电气核电设备有限公司,秦山核电有限公司
未石互动科技股份有限公司,秦山核电有限公司
北京诚惠电力工程有限公司,国网北京市电力公司
佰润建设(北京)有限公司,国网北京市电力公司
北京清能互联科技有限公司,国网北京市电力公司
华乘电气科技股份有限公司,国网北京市电力公司
青岛博纳德机械科技有限公司,中海油东方石化有限责任公司
意拓贸易(深圳)有限公司,中海油东方石化有限责任公司
广州诺驰自控科技有限公司,中海油东方石化有限责任公司
中核苏阀科技实业股份有限公司,中海油东方石化有限责任公司
上海岸水机电设备有限公司,福建福清核电有限公司
上海杰投能源科技有限公司,福建福清核电有限公司
核工业工程研究设计有限公司,福建福清核电有限公司
上海尚核机电科技有限公司,福建福清核电有限公司
中国石化炼油销售有限公司,茂名石化实华股份有限公司
恒力石化（大连）炼化有限公司,茂名石化实华股份有限公司
中国石化化工销售有限公司华南分公司,茂名石化实华股份有限公司
上海克莱尔贸易有限公司,秦山第三核电有限公司
德州艾荷过滤设备有限公司,秦山第三核电有限公司
中国核工业第二二建设有限公司,秦山第三核电有限公司
上海贮能能源技术有限公司,秦山第三核电有限公司
上海贮能能源技术有限公司,核电秦山联营有限公司
上海起重运输机械厂有限公司,核电秦山联营有限公司
电力规划总院有限公司,核电秦山联营有限公司
开鲁县开鲁镇金富满佳超市,内蒙古集通铁路（集团）有限责任公司
华信永道(北京)科技股份有限公司,内蒙古集通铁路（集团）有限责任公司
阿鲁科尔沁旗天山镇世纪华联超市,内蒙古集通铁路（集团）有限责任公司
经棚镇福泉隆超市,内蒙古集通铁路（集团）有限责任公司
广东厚德科技有限公司,南方电网国际有限责任公司
中国人民财产保险股份有限公司深圳市分公司,南方电网国际有限责任公司
深圳市展动力人才资讯有限公司,南方电网国际有限责任公司
中京建设集团有限公司,国网综合能源服务集团有限公司
远光软件股份有限公司,国网综合能源服务集团有限公司
河北金城消防科技有限公司,国网综合能源服务集团有限公司
北京泰信阳光教育科技有限公司,国网综合能源服务集团有限公司
四川宏远建筑工程有限公司,国网综合能源服务集团有限公司
武汉海王新能源工程技术有限公司,中广核工程有限公司
中国第一重型机械股份公司,中广核工程有限公司
山东北辰机电设备股份有限公司,中广核工程有限公司
荣联科技集团股份有限公司,中广核工程有限公司
中国电建集团西北勘测设计研究院有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
新疆吉方坤诚检测技术有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
中山市中轴轴承有限公司,海南核电有限公司
国电南京自动化股份有限公司,海南核电有限公司
上海继友水处理设备有限公司,海南核电有限公司
中国核电工程有限公司,海南核电有限公司
中国原子能出版传媒有限公司,中核建中核燃料元件有限公司
四川东脑电气工程有限公司,中核建中核燃料元件有限公司
中国核电工程有限公司,中核建中核燃料元件有限公司
中国铁路成都局集团有限公司,中核建中核燃料元件有限公司
大连船用阀门有限公司,秦山核电有限公司
源讯网源信息技术(北京)有限责任公司,秦山核电有限公司
中核检修有限公司,秦山核电有限公司
浙江樊创机电设备有限公司,秦山核电有限公司
福建亿力天龙集团股份有限公司,国网北京市电力公司
中翔消防工程有限公司,国网北京市电力公司
北京扬星互联科技有限公司,国网北京市电力公司
清研灵智信息咨询(北京)有限公司,国网北京市电力公司
大连蓝科泵业技术有限公司,中海油东方石化有限责任公司
海南亚昌工业物资有限公司,中海油东方石化有限责任公司
广州哥宝机电设备有限公司,中海油东方石化有限责任公司
东方工建集团有限公司,中海油东方石化有限责任公司
中国电力工程顾问集团华东电力设计院有限公司,福建福清核电有限公司
青岛海博电力电子有限公司,福建福清核电有限公司
南京华天科技发展股份有限公司,福建福清核电有限公司
福州睿诚实业有限公司,福建福清核电有限公司
中国建筑材料科学研究总院有限公司,中核四0四有限公司
深圳威宇达石化供应链有限公司,茂名石化实华股份有限公司
中国兵工物资西南有限公司,茂名石化实华股份有限公司
茂名市顺大经贸有限公司,茂名石化实华股份有限公司
茂名市高信能源化工有限公司,茂名石化实华股份有限公司
上海良工阀门厂有限公司,秦山第三核电有限公司
上海兴核电气设备维修有限公司,秦山第三核电有限公司
无锡中核电力设备有限公司,秦山第三核电有限公司
科尼起重机设备(上海)有限公司,秦山第三核电有限公司
中国能源建设集团浙江省电力设计院有限公司,核电秦山联营有限公司
北京电力设备总厂有限公司,核电秦山联营有限公司
承德热河克罗尼仪表有限公司,核电秦山联营有限公司
中核检修有限公司,核电秦山联营有限公司
内蒙古天一医疗器械有限公司,内蒙古集通铁路（集团）有限责任公司
北京森旺林业工程设计有限公司,内蒙古集通铁路（集团）有限责任公司
赤峰国一实业有限责任公司,内蒙古集通铁路（集团）有限责任公司
北京正达信通科技有限公司,内蒙古集通铁路（集团）有限责任公司
珠海电力建设工程有限公司,南方电网国际有限责任公司
广东粤恒电力科技有限公司,南方电网国际有限责任公司
北京科林佰德环保有限公司,南方电网国际有限责任公司
太平财产保险有限公司云南分公司,南方电网国际有限责任公司
中国水利水电建设工程咨询有限公司,国网综合能源服务集团有限公司
北京中安质环技术评价中心有限公司,国网综合能源服务集团有限公司
乾源建设有限公司,国网综合能源服务集团有限公司
临沂美邦清洁服务有限公司,国网综合能源服务集团有限公司
北京北信源软件股份有限公司,国网综合能源服务集团有限公司
深圳奥特迅电力设备股份有限公司,中广核工程有限公司
沈阳三科核电设备制造股份有限公司,中广核工程有限公司
中科软科技股份有限公司,中广核工程有限公司
杰创智能科技股份有限公司,中广核工程有限公司
京水江河(北京)工程咨询有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
中国电建集团中南勘测设计研究院有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
中国电建集团北京勘测设计研究院有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
上海赢丰环境技术有限公司,海南核电有限公司
海南得益化工贸易有限公司,海南核电有限公司
大连深蓝泵业有限公司,海南核电有限公司
上海超希实业有限公司,中核建中核燃料元件有限公司
四川凌顺化工有限公司,中核建中核燃料元件有限公司
江苏悦华高空建筑防腐有限公司,中核建中核燃料元件有限公司
成都友云鑫科技有限公司,中核建中核燃料元件有限公司
哈尔滨天达控制股份有限公司,秦山核电有限公司
浙江南都电源动力股份有限公司,秦山核电有限公司
浙江盾安人工环境股份有限公司,秦山核电有限公司
厦门华电开关有限公司,秦山核电有限公司
华东电力试验研究院有限公司,秦山核电有限公司
北京浩海永兴建设工程有限公司,国网北京市电力公司
北京市圣德通彩色印刷有限责任公司,国网北京市电力公司
北京向阳宏达建设有限责任公司,国网北京市电力公司
昆明飞翔材料技术有限公司,国网北京市电力公司
山东宇兴建设有限公司,国网北京市电力公司
中海油安全技术服务有限公司,中海油东方石化有限责任公司
新乡市胜达过滤净化技术有限公司,中海油东方石化有限责任公司
河北亿海管道集团有限公司,中海油东方石化有限责任公司
浙江江南石化机械有限公司,中海油东方石化有限责任公司
卢卡奇文化传媒(厦门)有限公司,福建福清核电有限公司
核电运行研究(上海)有限公司,福建福清核电有限公司
上海玄甲安全设备有限公司,福建福清核电有限公司
美核电气(济南)股份有限公司,福建福清核电有限公司
中国水利水电第九工程局有限公司,中核四0四有限公司
山东道昌商贸有限公司,中核四0四有限公司
甘肃矿区和诚保安服务有限公司,中核四0四有限公司
兰州台励福叉车销售有限公司,中核四0四有限公司
中国石油化工股份有限公司广东茂名石油分公司,茂名石化实华股份有限公司
上海申亿机电设备安装有限公司,秦山第三核电有限公司
上海艾翌司能源技术有限公司,秦山第三核电有限公司
代福(上海)消防设备有限公司,秦山第三核电有限公司
浙江中控技术股份有限公司,秦山第三核电有限公司
哈尔滨电机厂有限责任公司,核电秦山联营有限公司
上海本安实业发展有限公司,核电秦山联营有限公司
安徽天康(集团)股份有限公司,核电秦山联营有限公司
上海瑞纽机械股份有限公司,核电秦山联营有限公司
锡林郭勒盟路顺达商贸有限公司,内蒙古集通铁路（集团）有限责任公司
内蒙古网格科技有限公司,内蒙古集通铁路（集团）有限责任公司
宝鸡恒铁工程机械有限公司,内蒙古集通铁路（集团）有限责任公司
北京东软越通软件技术有限公司,内蒙古集通铁路（集团）有限责任公司
中国南方电网有限责任公司,南方电网国际有限责任公司
广州健新科技股份有限公司,南方电网国际有限责任公司
四川易诚智讯科技有限公司,南方电网国际有限责任公司
广州翼辉机电技术有限公司,南方电网国际有限责任公司
北京协合运维风电技术有限公司,国网综合能源服务集团有限公司
济宁新能电力工程有限公司,国网综合能源服务集团有限公司
湖南省湘辉人力资源服务有限公司,国网综合能源服务集团有限公司
徐州市龙工机械有限公司,国网综合能源服务集团有限公司
上海阿波罗机械股份有限公司,中广核工程有限公司
深圳市鼎泰建设工程检测有限公司,中广核工程有限公司
杭州华新机电工程有限公司,中广核工程有限公司
上海森永工程设备有限公司,中广核工程有限公司
华泰保险经纪有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
北京金水源工程科技有限公司,新疆葛洲坝大石峡水利枢纽开发有限公司
中电普瑞电力工程有限公司,海南核电有限公司
上海阿波罗机械股份有限公司,海南核电有限公司
浙江宏伟供应链集团股份有限公司,海南核电有限公司
江苏锁龙消防科技股份有限公司,海南核电有限公司
成都三行科技有限公司,中核建中核燃料元件有限公司
宜宾市泰多商贸有限公司,中核建中核燃料元件有限公司
中核法马通(上海)锆合金管材有限公司,中核建中核燃料元件有限公司
东方电气自动控制工程有限公司,秦山核电有限公司
奥的斯机电电梯有限公司嘉兴分公司,秦山核电有限公司
浙江嘉兴中达建设有限公司,秦山核电有限公司
山东泰开成套电器有限公司,秦山核电有限公司
无锡市同腾复合材料有限公司,国网北京市电力公司
烟台东方瑞创达电子科技有限公司,国网北京市电力公司
北京联信荣合科技有限公司,国网北京市电力公司
海南瑞志信达科技有限公司,中海油东方石化有限责任公司
众志恒阳(北京)工业设备有限公司,中海油东方石化有限责任公司
启东兴东石化设备制造有限责任公司,中海油东方石化有限责任公司
惠州大亚湾惠联实业有限公司,中海油东方石化有限责任公司
福州众德利电力科技有限公司,福建福清核电有限公司
佳木斯电机股份有限公司,福建福清核电有限公司
江苏方寸图信息技术有限公司,福建福清核电有限公司
成都格润特机电工程有限公司,福建福清核电有限公司
杭州瑞利声电技术有限公司,中核龙原科技有限公司
甘肃普斯智能技术有限公司,中核四0四有限公司
中核北方核燃料元件有限公司,中核四0四有限公司
辽宁海华能源装备集团有限公司,中核四0四有限公司
顺特电气设备有限公司,中核四0四有限公司
中密控股股份有限公司,秦山第三核电有限公司
艾志(南京)环保管接技术股份有限公司,秦山第三核电有限公司
上海继友水处理设备有限公司,秦山第三核电有限公司
江苏彬鹏环保有限公司,秦山第三核电有限公司
苏州东仪核电科技股份有限公司,核电秦山联营有限公司
阿法拉伐(上海)技术有限公司,核电秦山联营有限公司
卧龙电气南阳防爆集团股份有限公司,核电秦山联营有限公司
陕西特种橡胶制品有限公司,核电秦山联营有限公司
镇江港南铁路配件有限公司,内蒙古集通铁路（集团）有限责任公司
浩来呼热苏木胖子果蔬粮油副食超市,内蒙古集通铁路（集团）有限责任公司
巴林左旗林东西城真实惠生鲜便利店,内蒙古集通铁路（集团）有限责任公司
苏尼特左旗永军建筑工程服务队,内蒙古集通铁路（集团）有限责任公司
广州巨力通用设备有限公司,南方电网国际有限责任公司
广东零壹工业技术有限公司,南方电网国际有限责任公司
厦门山水清华环保科技有限公司,南方电网国际有限责任公司
若普自动化技术(北京)有限公司,南方电网国际有限责任公司
临沂盛安消防器材有限公司,国网综合能源服务集团有限公司
烟台东方科技环保节能有限公司,国网综合能源服务集团有限公司
河南平工建筑工程有限公司,国网综合能源服务集团有限公司
公主岭市启辰农民种植专业合作社,国网综合能源服务集团有限公司
中交第四航务工程局有限公司,中广核工程有限公司
爱佩仪自动精密仪器科技（上海）有限公司,中广核工程有限公司
南京源自电力自动化设备有限公司,中广核工程有限公司
武汉重工铸锻有限责任公司,中广核工程有限公司
浙江盾安人工环境股份有限公司,海南核电有限公司
江苏神通阀门股份有限公司,海南核电有限公司
上海易坦贸易有限公司,海南核电有限公司
上海赢丰环境技术有限公司,中核建中核燃料元件有限公司
上海正瀚国际货物运输代理有限公司,中核建中核燃料元件有限公司
黄山工业泵制造有限公司双螺杆泵分公司,中核建中核燃料元件有限公司
宜宾市菲恩特机电设备有限责任公司,中核建中核燃料元件有限公司
广东申菱环境系统股份有限公司,秦山核电有限公司
中国核工业第二二建设有限公司,秦山核电有限公司
浙江省公众信息产业有限公司,秦山核电有限公司
上海申亿机电设备安装有限公司,秦山核电有限公司
威胜能源产业技术有限公司,国网北京市电力公司
唐山金泽电力有限公司,国网北京市电力公司
北京德锐士科技有限公司,国网北京市电力公司
天津市新玻电力复合绝缘子制造股份有限公司,国网北京市电力公司
成都菲德克过滤净化技术有限公司,中海油东方石化有限责任公司
河北恒通管件集团有限公司,中海油东方石化有限责任公司
海口华晋贸易有限公司,中海油东方石化有限责任公司
江苏华太电力仪表有限公司,中海油东方石化有限责任公司
浙江盾安人工环境股份有限公司,福建福清核电有限公司
浙江宏伟供应链集团股份有限公司,福建福清核电有限公司
上海雅捷信息技术股份有限公司,福建福清核电有限公司
苏州宝骅密封科技股份有限公司,福建福清核电有限公司
西安热工研究院有限公司,中核龙原科技有限公司
上海自仪希希埃阀门有限公司,中核龙原科技有限公司
安徽艳阳电气集团有限公司,中核龙原科技有限公司
莱德沃重工机械(上海)有限公司,中核龙原科技有限公司
中邮建技术有限公司,中核四0四有限公司
北京易普斯咨询有限责任公司,中核四0四有限公司
上海丰河祥实业有限公司,中核四0四有限公司
深圳市宝新宇机电设备有限公司,中核四0四有限公司
上海臻祥机械控制设备有限公司,秦山第三核电有限公司
东方电气集团东方汽轮机有限公司,秦山第三核电有限公司
上海隽通能源科技有限公司,秦山第三核电有限公司
嘉兴远通机电工程有限公司,秦山第三核电有限公司
哈尔滨汽轮机厂有限责任公司,核电秦山联营有限公司
山西中辐核仪器有限责任公司,核电秦山联营有限公司
东方法马通核泵有限责任公司,核电秦山联营有限公司
上海涌春电力设备有限公司,核电秦山联营有限公司
内蒙古金开信息技术有限公司,内蒙古集通铁路（集团）有限责任公司
赤峰贤锐建筑装饰工程有限公司,内蒙古集通铁路（集团）有限责任公司
河南铁建铁路轨道配件有限公司,内蒙古集通铁路（集团）有限责任公司
内蒙古恒绘数翔高新技术有限公司,内蒙古集通铁路（集团）有限责任公司
北京恒泰实达科技股份有限公司,南方电网国际有限责任公司
珠海艾迪神电力科技有限公司,南方电网国际有限责任公司
广西南宁易恒电力科技有限公司,南方电网国际有限责任公司
广州善拓物资供应有限公司,南方电网国际有限责任公司
天津泓洋节能技术有限公司,国网综合能源服务集团有限公司
吉林宏鑫电力工程有限公司,国网综合能源服务集团有限公司
武汉武高国电机电设备有限公司,国网综合能源服务集团有限公司
中建八局第一建设有限公司,中广核工程有限公司
海鸿电气有限公司,中广核工程有限公司
上海一核阀门股份有限公司,中广核工程有限公司
江苏电力装备有限公司,中广核工程有限公司
中核苏阀科技实业股份有限公司,中国核电工程有限公司
中国能源建设集团广东省电力设计研究院有限公司,海南核电有限公司
陕西特种橡胶制品有限公司,海南核电有限公司
中国有线电视网络有限公司海南分公司,海南核电有限公司
广州市紫晶通信科技有限公司,海南核电有限公司
上海德凯仪器有限公司,中核建中核燃料元件有限公司
上海英格索兰压缩机有限公司,中核建中核燃料元件有限公司
上海予善机械有限公司,中核建中核燃料元件有限公司
中国核工业华兴建设有限公司,中核建中核燃料元件有限公司
厦门abb低压电器设备有限公司,秦山核电有限公司
宁波继友流体控制技术服务有限公司,秦山核电有限公司
杭州冠洁工业清洗水处理科技有限公司,秦山核电有限公司
沈阳信和诚腐蚀控制工程有限公司,秦山核电有限公司
华威博奥电力设备有限公司,国网北京市电力公司
北京江源恒通机电有限公司,国网北京市电力公司
南京丰道电力科技有限公司,国网北京市电力公司
北京开元浩海科技发展有限公司,国网北京市电力公司
海南警盾安保股份有限公司,中海油东方石化有限责任公司
海南骏翔化工贸易有限公司,中海油东方石化有限责任公司
湛江兴海清洗工程有限公司,中海油东方石化有限责任公司
西安泵阀总厂有限公司,中海油东方石化有限责任公司
上海一核阀门股份有限公司,福建福清核电有限公司
浙江融汇能源技术有限公司,福建福清核电有限公司
大连博格曼有限公司,福建福清核电有限公司
福州凯美特机电设备有限公司,福建福清核电有限公司
南京保克特新材料有限公司,中核北方核燃料元件有限公司
中核武汉核电运行技术股份有限公司,中核龙原科技有限公司
沈阳市工业泵厂,中核龙原科技有限公司
江苏希达空调净化设备总公司,中核龙原科技有限公司
江苏泰丰泵业有限公司,中核龙原科技有限公司
北京建工博达建设工程有限公司,中核四0四有限公司
江苏亚商汽车服务有限公司,中核四0四有限公司
西安中核核仪器有限公司,中核四0四有限公司
甘肃先锋朗道科技有限公司,中核四0四有限公司
国网黑龙江省电力有限公司电力科学研究院,秦山第三核电有限公司
中国核电工程有限公司,秦山第三核电有限公司
赛默飞世尔科技（中国）有限公司,秦山第三核电有限公司
沈阳三科核电设备制造股份有限公司,秦山第三核电有限公司
河南省日立信股份有限公司,核电秦山联营有限公司
烟台持久钟表有限公司,核电秦山联营有限公司
中密控股股份有限公司,核电秦山联营有限公司
上海宝柯密封件机电设备有限公司,核电秦山联营有限公司
巴林右旗维品生鲜超市,内蒙古集通铁路（集团）有限责任公司
国联荣耀铁路装备(辽宁)有限公司,内蒙古集通铁路（集团）有限责任公司
赤峰市通庆商贸有限公司,内蒙古集通铁路（集团）有限责任公司
株洲中铁钢模工业有限公司,内蒙古集通铁路（集团）有限责任公司
中能建华南电力装备有限公司,南方电网国际有限责任公司
广州科尼机械设备有限公司,南方电网国际有限责任公司
河北信达海伦劳务派遣有限公司,国网综合能源服务集团有限公司
山东宏达建设工程有限公司,国网综合能源服务集团有限公司
安徽继远软件有限公司,国网综合能源服务集团有限公司
北京网安捷通科技发展有限公司,国网综合能源服务集团有限公司
青岛双瑞海洋环境工程股份有限公司,中广核工程有限公司
上海星申仪表有限公司,中广核工程有限公司
郑州中核岩土工程有限公司,中广核工程有限公司
深圳市三甲有害生物防治有限公司,中广核工程有限公司
常州思源电力设备有限公司,海南核电有限公司
中核检修有限公司,海南核电有限公司
珙县华洁危险废物治理有限责任公司,中核建中核燃料元件有限公司
成都(太钢)销售有限公司,中核建中核燃料元件有限公司
宜宾市本立贸易有限公司,中核建中核燃料元件有限公司
重庆灵龙实业发展有限公司,中核建中核燃料元件有限公司
杭州熙林电气有限公司,秦山核电有限公司
上海核拓工程技术有限公司,秦山核电有限公司
上海贮能能源技术有限公司,秦山核电有限公司
大连深蓝泵业有限公司,秦山核电有限公司
北京四方博瑞电力科技有限公司,国网北京市电力公司
天津锦潼电力科技股份有限责任公司,国网北京市电力公司
北京咸亨国际通用设备有限公司,国网北京市电力公司
北京映翰通网络技术股份有限公司,国网北京市电力公司
中海油节能环保服务有限公司,中海油东方石化有限责任公司
珠海新中琦贸易有限公司,中海油东方石化有限责任公司
海南金燊消防工程有限公司,中海油东方石化有限责任公司
海南蓝兴航旅游汽车服务有限公司,中海油东方石化有限责任公司
福州富原机电科技有限公司,福建福清核电有限公司
厦门佶时科技有限公司,福建福清核电有限公司
上海络博机电设备有限公司,福建福清核电有限公司
上海昌泽贸易商行,福建福清核电有限公司
武汉小弦人工智能技术有限公司,中核北方核燃料元件有限公司
大连大特气体(包头)有限公司,中核北方核燃料元件有限公司
四川四丰物流有限公司,中核北方核燃料元件有限公司
金石机器人常州股份有限公司,中核北方核燃料元件有限公司
浙江上风高科专风实业股份有限公司,中核龙原科技有限公司
上海阀门厂股份有限公司,中核龙原科技有限公司
浙江国祥股份有限公司,中核龙原科技有限公司
上海电气核电设备有限公司,中核龙原科技有限公司
陕西卫峰核电子有限公司,中核四0四有限公司
天津锦美碳材科技发展有限公司,中核四0四有限公司
中国核电工程有限公司郑州分公司,中核四0四有限公司
甘肃宏翔工程建设有限公司,中核四0四有限公司
宁波继友流体控制技术服务有限公司,秦山第三核电有限公司
科艾司仪器(上海)有限公司,秦山第三核电有限公司
成都龙源科能机械设备有限公司,秦山第三核电有限公司
东南电梯股份有限公司,秦山第三核电有限公司
保定天威变压器工程技术咨询维修有限公司,核电秦山联营有限公司
上海自动化仪表有限公司,核电秦山联营有限公司
杭州邦胜自动化科技有限公司,核电秦山联营有限公司
北京广利核系统工程有限公司,核电秦山联营有限公司
北京金路金程信息技术有限公司,内蒙古集通铁路（集团）有限责任公司
内蒙古布谷设计工程有限责任公司,内蒙古集通铁路（集团）有限责任公司
北京鑫泽源铁路技术发展有限公司,内蒙古集通铁路（集团）有限责任公司
林西县蒙唐超市,内蒙古集通铁路（集团）有限责任公司
河北金土环保科技有限公司,国网综合能源服务集团有限公司
山东和信智能科技有限公司,国网综合能源服务集团有限公司
北京中电普华信息技术有限公司,国网综合能源服务集团有限公司
武汉百富环保工程有限公司,国网综合能源服务集团有限公司
凯澄起重机械有限公司,中广核工程有限公司
中建深圳装饰有限公司,中广核工程有限公司
沈阳鼓风机集团核电泵业有限公司,中广核工程有限公司
重庆水泵厂有限责任公司,中广核工程有限公司
北京银盾保安服务有限公司,北京鑫中招标代理有限公司
北京圣安卫嘉保安服务有限公司,北京鑫中招标代理有限公司
哈尔滨电机厂有限责任公司,海南核电有限公司
北京明之皓贸易发展有限公司,海南核电有限公司
河南卫华重型机械股份有限公司,海南核电有限公司
杭州邦胜自动化科技有限公司,海南核电有限公司
苏州盘古创天机电设备有限公司,中核建中核燃料元件有限公司
成都盛世嘉诚科技有限公司,中核建中核燃料元件有限公司
中机生产力促进中心,中核建中核燃料元件有限公司
成都昆泰科技有限公司,中核建中核燃料元件有限公司
浙江防雷安全检测有限公司,秦山核电有限公司
中国核动力研究设计院,秦山核电有限公司
大连天地机械设备有限公司,秦山核电有限公司
深圳奥特迅电力设备股份有限公司,秦山核电有限公司
北京华大智成信息科技有限公司,国网北京市电力公司
北京海淀供电实业开发有限公司,国网北京市电力公司
北京京供电气有限公司,国网北京市电力公司
河北旭辉电气股份有限公司,国网北京市电力公司
海南莱克斯信息科技有限公司,中海油东方石化有限责任公司
杭州大路实业有限公司,中海油东方石化有限责任公司
武汉国力通能源环保股份有限公司,中海油东方石化有限责任公司
海南精翊机电设备有限公司,中海油东方石化有限责任公司
重庆斯普润科技有限公司,福建福清核电有限公司
中国核电工程有限公司,福建福清核电有限公司
镇江华东电力设备制造厂有限公司,福建福清核电有限公司
中核环保产业有限公司,江苏核电有限公司
深圳市朗驰欣创科技股份有限公司,中核北方核燃料元件有限公司
神州数码信息系统有限公司,中核北方核燃料元件有限公司
江苏富华化工设备有限公司,中核北方核燃料元件有限公司
西安思宇金属材料有限公司,中核北方核燃料元件有限公司
西安广核阀门科技有限公司,中核龙原科技有限公司
河南卫华重型机械股份有限公司,中核龙原科技有限公司
中石化森美(福建)石油有限公司宁德分公司,中核龙原科技有限公司
南通中集能源装备有限公司,中核龙原科技有限公司
北京索为系统技术股份有限公司,中核四0四有限公司
中核第七研究设计院有限公司,中核四0四有限公司
北京赛尔森科技有限公司,中核四0四有限公司
核工业西南勘察设计研究院有限公司,中核四0四有限公司
上海自动化仪表有限公司,秦山第三核电有限公司
美核电气(济南)股份有限公司,秦山第三核电有限公司
上海德越电力科技有限公司,秦山第三核电有限公司
大连鸿泽泵业有限公司,秦山第三核电有限公司
中机生产力促进中心,核电秦山联营有限公司
上海电气集团股份有限公司,核电秦山联营有限公司
宁波理工环境能源科技股份有限公司,核电秦山联营有限公司
浙江嘉兴中达建设有限公司,核电秦山联营有限公司
饶阳县光信铁路器材有限公司,内蒙古集通铁路（集团）有限责任公司
克什克腾旗圆通工程有限公司,内蒙古集通铁路（集团）有限责任公司
河北鑫磊柜业有限公司,内蒙古集通铁路（集团）有限责任公司
宇宙地镇飞翔劳动服务队,内蒙古集通铁路（集团）有限责任公司
吉林省拓成安全技术服务有限公司,国网综合能源服务集团有限公司
山东华侨建筑设计有限公司,国网综合能源服务集团有限公司
北京君瑞电力设备有限公司,国网综合能源服务集团有限公司
尚纬股份有限公司,中广核工程有限公司
江苏中天科技股份有限公司,中广核工程有限公司
重庆川仪自动化股份有限公司,中广核工程有限公司
东方电气股份有限公司,中广核工程有限公司
成都珞如石信息技术有限公司,中国核动力研究设计院
北京华维峰煤制品有限公司,北京鑫中招标代理有限公司
厦门abb开关有限公司,海南核电有限公司
成都兴核能源科技有限公司,海南核电有限公司
深圳市创致新能源科仪有限公司,海南核电有限公司
北京金土咨询有限公司,海南核电有限公司
成都易诺机电设备有限公司,中核建中核燃料元件有限公司
重庆飞宁环保工程技术有限公司,中核建中核燃料元件有限公司
宜宾佳立电梯服务有限公司,中核建中核燃料元件有限公司
知学云(北京)科技股份有限公司,中核建中核燃料元件有限公司
沈阳三科核电设备制造股份有限公司,秦山核电有限公司
上海阿波罗机械股份有限公司,秦山核电有限公司
上海宝柯密封件机电设备有限公司,秦山核电有限公司
杭州斯莱特泵业有限公司,秦山核电有限公司
北京振中电子技术有限公司,国网北京市电力公司
山东方行智能科技有限公司,国网北京市电力公司
北京华星恒业电气设备有限公司,国网北京市电力公司
河南许继仪表有限公司,国网北京市电力公司
海南威特送变电工程有限公司,中海油东方石化有限责任公司
方圆阀门集团有限公司,中海油东方石化有限责任公司
新兴铸管股份有限公司北京钢格板分公司,中海油东方石化有限责任公司
无锡智能自控工程股份有限公司,中海油东方石化有限责任公司
福建和天源消防安全科技有限公司,福建福清核电有限公司
武汉格瑞拓机械有限公司,福建福清核电有限公司
东方电气集团东方电机有限公司,福建福清核电有限公司
大连大高阀门股份有限公司,福建福清核电有限公司
沈阳三科核电设备制造股份有限公司,江苏核电有限公司
江苏菲泽科技发展有限公司,江苏核电有限公司
